EventOnScroll,MSecForDownArrow,TimeOnVScroll,relevant,NumOfPageUp,TimeOnMouse,NumOfPageDown,ClickOnWindow,log_id,serverTimeVisit,MSecForPageUp,MSecForUpArrow,NumOfUpArrow,classes,MSecForPageDown,RSS_ID,readability,TimeOnHScroll,novelty,user_like,DOC_ID,TimeOnPage,TimeVisit,user_id,NumOfDownArrow,authority
0,0,0,5,0,20422,0,1,6732,5/4/04 11:35,0,0,0,|television,0,8,1,0,5,4,292647,49625,5/4/04 11:35,51,0,1
0,0,0,5,0,1546,0,2,6735,5/4/04 11:36,0,0,0,,0,8,1,0,5,5,292651,13688,5/4/04 11:36,51,0,1
0,0,0,2,0,1641,0,1,6736,5/4/04 11:38,0,0,0,|news,0,8,1,0,5,4,292157,16687,5/4/04 11:38,51,0,1
0,0,0,4,0,3126,0,2,6737,5/4/04 11:39,0,0,0,,0,8,1,0,5,4,291867,31173,5/4/04 11:39,51,0,1
0,0,0,4,0,3126,0,3,6740,5/4/04 11:40,0,0,0,|television,0,8,1,0,5,4,291867,99283,5/4/04 11:40,51,0,1
0,0,0,3,0,5076,0,1,6741,5/4/04 11:41,0,0,0,|movies,0,8,1,0,5,3,291868,29969,5/4/04 11:41,51,0,1
0,0,0,4,0,547,0,0,6742,5/4/04 11:42,0,0,0,,0,8,1,0,5,4,291869,1140,5/4/04 11:42,51,0,1
0,0,0,4,0,2373,0,0,6743,5/4/04 11:43,0,0,0,|television,0,8,1,0,5,4,297728,19094,5/4/04 11:43,51,0,1
0,0,0,4,0,5503,0,0,6744,5/4/04 11:44,0,0,0,,0,8,1,0,5,4,289261,59110,5/4/04 11:44,51,0,1
0,0,0,4,0,5719,0,0,6745,5/4/04 11:45,0,0,0,,0,8,1,0,5,4,291863,32702,5/4/04 11:45,51,0,1
0,0,0,4,0,1077,0,0,6746,5/4/04 11:45,0,0,0,,0,8,1,0,5,4,297137,8453,5/4/04 11:45,51,0,1
0,0,0,4,0,702,0,0,7672,5/6/04 0:37,0,0,0,|broadway,0,8195,1,0,5,4,302373,31735,5/6/04 0:37,51,0,1
0,0,0,4,0,5090,0,1,7673,5/6/04 0:40,0,0,0,|broadway,0,3616,1,0,5,4,301670,188719,5/6/04 0:40,51,0,1
0,0,0,4,0,3313,0,0,7674,5/6/04 0:42,0,0,0,|broadway,0,8173,1,0,5,4,288146,77609,5/6/04 0:42,51,0,1
0,0,0,4,0,1918,0,2,7676,5/6/04 0:44,0,0,0,|broadway,0,15,1,0,5,4,287844,64077,5/6/04 0:44,51,0,1
0,0,0,4,0,655,0,0,7677,5/6/04 0:46,0,0,0,|news,0,2,1,0,5,4,287734,1860,5/6/04 0:46,51,0,1
0,0,0,4,0,580,0,0,7679,5/6/04 0:48,0,0,0,|broadway,0,8156,1,0,5,4,282691,110625,5/6/04 0:48,51,0,1
0,0,0,4,0,1345,0,0,7680,5/6/04 0:49,0,0,0,|broadway,0,8173,1,0,3,-1,285214,56203,5/6/04 0:49,51,0,1
0,0,0,5,0,4298,0,0,7682,5/6/04 0:51,0,0,0,|broadway,0,8173,1,0,5,4,285209,95890,5/6/04 0:51,51,0,1
0,0,0,5,0,5487,0,0,7683,5/6/04 0:51,0,0,0,,0,8173,1,0,5,4,285209,216827,5/6/04 0:51,51,0,1
0,0,0,5,0,3439,0,0,7684,5/6/04 0:52,0,0,0,|broadway,0,8173,1,0,5,4,285234,48422,5/6/04 0:52,51,0,1
0,0,0,5,0,4718,0,0,7802,5/6/04 18:46,0,0,0,|television,0,8,1,0,5,4,304461,69547,5/6/04 18:46,51,0,1
0,0,0,4,0,124,0,0,7804,5/6/04 18:47,0,0,0,|movies,0,8,1,0,5,4,304466,640,5/6/04 18:47,51,0,1
0,0,0,5,0,5888,0,0,7805,5/6/04 18:49,0,0,0,|music,0,8,1,0,5,4,304463,55719,5/6/04 18:49,51,0,1
0,0,0,5,0,642,0,0,7809,5/6/04 18:50,0,0,0,,0,8,1,0,5,4,304462,88015,5/6/04 18:50,51,0,1
0,0,0,4,0,12509,0,0,7822,5/6/04 18:53,0,0,0,|broadway,0,8,1,0,5,4,304464,174250,5/6/04 18:53,51,0,1
0,0,0,5,0,6498,0,2,7830,5/6/04 18:55,0,0,0,|broadway,0,8,1,0,5,4,304468,69375,5/6/04 18:55,51,0,1
0,0,0,4,0,7594,0,0,7832,5/6/04 18:56,0,0,0,|television,0,8,1,0,5,4,304469,82031,5/6/04 18:56,51,0,1
0,0,0,4,0,32,0,0,7834,5/6/04 18:57,0,0,0,,0,8,1,0,5,4,304470,562,5/6/04 18:57,51,0,1
0,0,0,4,0,1923,0,2,7844,5/6/04 19:02,0,0,0,|broadway,0,8195,1,0,5,4,296396,88702,5/6/04 19:02,51,0,1
0,0,0,5,0,110,0,0,7845,5/6/04 19:03,0,0,0,|broadway,0,8,1,0,5,4,292651,688,5/6/04 19:03,51,0,1
0,0,0,4,0,1657,0,0,7849,5/6/04 19:04,0,0,0,,0,8173,1,0,5,4,292462,25812,5/6/04 19:04,51,0,1
0,0,0,5,0,3203,0,0,7855,5/6/04 19:04,0,0,0,,0,8173,1,0,5,4,292469,20626,5/6/04 19:04,51,0,1
0,0,0,1,0,5767,0,0,7861,5/6/04 19:05,0,0,0,,0,458,1,0,5,4,290799,17923,5/6/04 19:05,51,0,1
0,0,0,4,0,2419,0,0,7865,5/6/04 19:05,0,0,0,,0,8173,1,0,5,4,285238,8111,5/6/04 19:05,51,0,1
0,0,0,4,0,4159,0,2,7870,5/6/04 19:06,0,0,0,,0,1681,1,0,5,4,284707,30281,5/6/04 19:06,51,0,0
0,0,0,3,0,2434,0,0,7873,5/6/04 19:06,0,0,0,,0,8219,1,0,5,2,296317,7109,5/6/04 19:06,51,0,0
0,0,0,4,0,3093,0,0,7896,5/6/04 19:10,0,0,0,,0,1798,1,0,5,4,219939,18532,5/6/04 19:10,51,0,0
0,0,0,3,0,8947,0,0,7901,5/6/04 19:11,0,0,0,,0,8182,1,0,5,4,300801,23203,5/6/04 19:11,51,0,1
0,0,0,4,0,641,0,0,7910,5/6/04 19:12,0,0,0,,0,307,1,0,5,4,277262,13687,5/6/04 19:12,51,0,1
0,0,0,4,0,5483,0,0,7919,5/6/04 19:14,0,0,0,,0,8150,1,0,5,4,271714,82390,5/6/04 19:14,51,0,1
0,0,0,2,0,6079,0,0,7921,5/6/04 19:15,0,0,0,,0,2776,1,0,5,4,124978,19375,5/6/04 19:15,51,0,0
0,0,0,1,0,374,0,0,7923,5/6/04 19:15,0,0,0,,0,446,1,0,4,4,261571,1937,5/6/04 19:15,51,0,1
0,0,0,4,0,2626,0,0,7926,5/6/04 19:16,0,0,0,,0,10,1,0,5,4,300380,23468,5/6/04 19:16,51,0,1
0,0,0,4,0,1670,0,0,7929,5/6/04 19:17,0,0,0,,0,8157,1,0,5,4,281309,7110,5/6/04 19:17,51,0,1
0,0,0,1,0,485,0,0,7932,5/6/04 19:17,0,0,0,,0,388,1,0,4,1,296056,3359,5/6/04 19:17,51,0,0
0,0,0,2,0,3766,0,0,7933,5/6/04 19:18,0,0,0,,0,3187,1,0,1,1,285599,19750,5/6/04 19:18,51,0,0
0,0,0,4,0,3213,0,0,7944,5/6/04 19:22,0,0,0,|broadway,0,8181,1,0,5,4,288786,27282,5/6/04 19:22,51,0,1
0,0,0,4,0,5364,0,1,7950,5/6/04 19:24,0,0,0,,0,8156,1,0,1,4,303698,24640,5/6/04 19:24,51,0,1
0,0,0,4,0,9555,0,1,7953,5/6/04 19:26,0,0,0,,0,9,1,0,5,4,290286,82469,5/6/04 19:26,51,0,1
0,0,0,4,0,1032,0,0,7956,5/6/04 19:27,0,0,0,|news,0,8153,1,0,5,4,299291,35485,5/6/04 19:27,51,0,1
0,0,0,3,0,733,0,0,7959,5/6/04 19:27,0,0,0,,0,8151,1,0,5,2,299303,4844,5/6/04 19:27,51,0,1
0,0,0,4,0,3949,0,0,7964,5/6/04 19:29,0,0,0,,0,11,1,0,5,4,292179,65531,5/6/04 19:29,51,0,1
0,0,0,4,0,1311,0,3,8282,5/7/04 16:18,0,0,0,|broadway,0,8195,1,0,5,4,305460,48327,5/7/04 16:18,51,0,1
0,0,0,2,0,7077,0,3,8283,5/7/04 16:24,0,0,0,|movies,0,2090,1,0,5,1,283896,28515,5/7/04 16:24,51,0,0
0,0,0,1,0,5531,0,0,8284,5/7/04 16:25,0,0,0,|movies,0,1030,1,0,5,4,258232,26063,5/7/04 16:25,51,0,0
0,0,0,4,0,5799,0,0,8285,5/7/04 16:25,0,0,0,|movies,0,6534,1,0,5,4,89412,24078,5/7/04 16:25,51,0,0
0,0,0,1,0,1265,0,1,8286,5/7/04 16:26,0,0,0,|movies,0,6850,1,0,5,3,167477,13923,5/7/04 16:26,51,0,0
0,0,0,3,0,1158,0,0,8287,5/7/04 16:26,0,0,0,,0,1477,1,0,5,1,158377,4500,5/7/04 16:26,51,0,0
0,0,0,4,0,531,0,0,8288,5/7/04 16:26,0,0,0,,0,1094,1,0,5,2,95146,10985,5/7/04 16:26,51,0,1
0,0,0,3,0,1261,0,1,8289,5/7/04 16:27,0,0,0,,0,953,1,0,4,2,149503,5500,5/7/04 16:27,51,0,0
0,0,0,5,0,31,0,1,8290,5/7/04 16:35,0,0,0,|news,0,8157,1,0,5,5,303682,53718,5/7/04 16:35,51,0,1
0,0,0,2,0,3417,0,2,8291,5/7/04 16:36,0,0,0,,0,1579,1,0,5,4,283203,19016,5/7/04 16:36,51,0,0
0,0,0,4,0,468,0,0,8292,5/7/04 16:37,0,0,0,,0,1586,1,0,5,4,283264,22437,5/7/04 16:37,51,0,1
0,0,0,4,0,1767,0,1,8293,5/7/04 16:37,0,0,0,,0,142,1,0,5,4,262961,4953,5/7/04 16:37,51,0,0
0,0,0,4,0,3995,0,1,8294,5/7/04 16:37,0,0,0,,0,4880,1,0,5,4,261348,18484,5/7/04 16:37,51,0,0
0,0,0,-1,0,2842,0,0,8295,5/7/04 16:38,0,0,0,,0,3697,1,0,5,4,259949,5485,5/7/04 16:38,51,0,0
0,0,0,4,0,1824,0,1,8296,5/7/04 16:38,0,0,0,,0,1318,1,0,5,4,226068,10766,5/7/04 16:38,51,0,1
0,0,0,5,0,9034,0,5,8935,5/9/04 0:25,0,0,0,|broadway,0,8195,1,0,5,5,305449,140984,5/9/04 0:25,51,0,1
0,0,0,4,0,453,0,1,8936,5/9/04 0:27,0,0,0,|broadway,0,8195,1,0,2,4,305460,20484,5/9/04 0:27,51,0,1
0,0,0,4,0,941,0,2,8937,5/9/04 0:34,0,0,0,|broadway,0,8195,1,0,5,4,305477,83966,5/9/04 0:34,51,0,1
0,0,0,4,0,2280,0,4,8938,5/9/04 0:39,0,0,0,|broadway,0,8184,1,0,5,4,305058,131124,5/9/04 0:39,51,0,1
0,0,0,5,0,1376,0,3,8939,5/9/04 0:41,0,0,0,|television,0,8182,1,0,5,4,305010,75063,5/9/04 0:41,51,0,1
0,0,0,5,0,11644,0,6,8940,5/9/04 0:45,0,0,0,|movies,0,8203,1,0,5,4,305192,123142,5/9/04 0:45,51,0,1
0,0,0,3,0,2368,0,0,8941,5/9/04 0:47,0,0,0,|movies,0,8203,1,0,5,3,305191,76546,5/9/04 0:47,51,0,1
0,0,0,4,0,406,0,3,8942,5/9/04 0:49,0,0,0,|movies,0,8203,1,0,5,3,305188,33970,5/9/04 0:49,51,0,1
0,0,0,5,0,547,0,1,8943,5/9/04 0:52,0,0,0,|television,0,8,1,0,2,4,304461,47968,5/9/04 0:52,51,0,1
0,0,0,4,0,1751,0,2,8944,5/9/04 0:56,0,0,0,|broadway,0,8,1,0,3,4,304462,108579,5/9/04 0:56,51,0,1
0,0,0,4,0,2135,0,1,8945,5/9/04 0:56,0,0,0,|broadway,0,8,1,0,1,4,304464,6969,5/9/04 0:56,51,0,1
0,0,0,3,0,561,0,0,8946,5/9/04 0:58,0,0,0,|music,0,8,1,0,1,3,304463,1359,5/9/04 0:58,51,0,1
0,0,0,4,0,923,0,1,8947,5/9/04 0:59,0,0,0,|television,0,8,1,0,5,4,304461,7891,5/9/04 0:59,51,0,1
0,0,0,4,0,1453,0,0,8948,5/9/04 0:59,0,0,0,|broadway,0,8,1,0,1,4,304462,6922,5/9/04 0:59,51,0,1
0,0,0,4,0,1575,0,0,8949,5/9/04 1:00,0,0,0,|broadway,0,8195,1,0,1,3,302373,23001,5/9/04 1:00,51,0,1
0,0,0,3,0,843,0,0,8950,5/9/04 1:00,0,0,0,|news,0,8157,1,0,1,3,303682,2438,5/9/04 1:00,51,0,1
0,0,0,4,0,6094,0,6,8952,5/9/04 1:04,0,0,0,|movies,0,8203,1,0,5,4,306923,134312,5/9/04 1:04,51,0,1
0,0,0,2,0,2075,0,1,8954,5/9/04 1:05,0,0,0,|music,0,8184,1,0,5,4,300822,21000,5/9/04 1:05,51,0,1
0,0,0,3,0,2953,0,5,8955,5/9/04 1:07,0,0,0,|news,0,8157,1,0,5,4,297408,40939,5/9/04 1:07,51,0,1
0,0,0,4,0,4138,0,0,8957,5/9/04 1:08,0,0,0,|movies,0,17,1,0,5,4,297438,65640,5/9/04 1:08,51,0,1
0,0,0,4,0,2282,0,0,8958,5/9/04 1:09,0,0,0,|movies,0,8156,1,0,2,4,300601,25422,5/9/04 1:09,51,0,1
0,0,0,4,0,1171,0,2,8960,5/9/04 1:11,0,0,0,|movies,0,15,1,0,5,4,296913,110142,5/9/04 1:11,51,0,1
0,0,0,4,0,6353,0,1,8961,5/9/04 1:12,0,0,0,|news,0,1788,1,0,5,1,199545,19000,5/9/04 1:12,51,0,0
0,0,0,4,0,360,0,1,8964,5/9/04 1:15,0,0,0,|movies,0,8,1,0,5,4,304466,8422,5/9/04 1:15,51,0,1
0,0,0,4,0,2648,0,0,8965,5/9/04 1:16,0,0,0,|television,0,8,1,0,5,4,303415,56734,5/9/04 1:16,51,0,1
0,0,0,4,0,859,0,0,8967,5/9/04 1:18,0,0,0,|television,0,232,1,0,5,1,289596,8875,5/9/04 1:18,51,0,0
0,0,0,4,0,3779,0,0,8968,5/9/04 1:19,0,0,0,|television,0,8182,1,0,5,4,288818,38782,5/9/04 1:19,51,0,1
0,0,0,4,0,548,0,0,8970,5/9/04 1:20,0,0,0,|television,0,8182,1,0,5,3,288824,1344,5/9/04 1:20,51,0,1
0,0,0,4,0,3313,0,0,8971,5/9/04 1:22,0,0,0,|television,0,13,1,0,3,3,276692,70375,5/9/04 1:22,51,0,1
0,0,0,4,0,2187,0,2,8972,5/9/04 1:24,0,0,0,|television,0,8190,1,0,5,4,306324,10735,5/9/04 1:24,51,0,1
0,0,0,4,0,1298,0,1,8975,5/9/04 1:25,0,0,0,|news,0,14,1,0,5,4,297775,42515,5/9/04 1:25,51,0,1
0,0,0,4,0,3798,0,0,8979,5/9/04 1:27,0,0,0,|news,0,8185,1,0,5,3,292539,17625,5/9/04 1:27,51,0,1
0,0,0,4,0,736,0,0,8980,5/9/04 1:27,0,0,0,|news,0,38,1,0,5,1,102015,6969,5/9/04 1:27,51,0,0
0,0,0,4,0,110,0,2,8981,5/9/04 1:29,0,0,0,,0,1608,1,0,5,4,283864,28781,5/9/04 1:29,51,0,0
0,0,0,4,0,798,0,0,8982,5/9/04 1:29,0,0,0,,0,160,1,0,5,4,82266,13829,5/9/04 1:29,51,0,0
0,0,0,5,0,639,0,2,9416,5/10/04 2:35,0,0,0,|broadway,0,8156,1,0,2,5,308154,29765,5/10/04 2:35,51,0,1
0,0,0,5,0,4018,0,5,9417,5/10/04 2:40,0,0,0,|broadway,0,8197,1,0,5,4,308563,119782,5/10/04 2:40,51,0,1
0,0,0,4,0,3222,0,1,9418,5/10/04 2:41,0,0,0,|broadway,0,8,1,0,5,4,306491,66937,5/10/04 2:41,51,0,1
0,0,0,1,0,1561,0,1,9419,5/10/04 2:42,0,0,0,,0,435,1,0,5,2,301863,31313,5/10/04 2:42,51,0,0
0,0,0,4,0,3186,0,1,9420,5/10/04 2:43,0,0,0,,0,8152,1,0,5,4,286475,27359,5/10/04 2:43,51,0,1
0,0,0,4,0,2374,0,3,9421,5/10/04 2:45,0,0,0,|news,0,8156,1,0,5,4,276773,65875,5/10/04 2:45,51,0,1
0,0,0,5,0,2518,0,2,9422,5/10/04 2:48,0,0,0,|broadway,0,1890,1,0,5,5,85247,43594,5/10/04 2:48,51,0,0
0,0,0,5,0,2737,0,0,9423,5/10/04 2:51,0,0,0,|news,0,8,1,0,5,4,307986,64454,5/10/04 2:51,51,0,1
0,0,0,4,0,1201,0,1,9424,5/10/04 2:55,0,0,0,,0,8173,1,0,5,4,292468,36061,5/10/04 2:55,51,0,1
0,0,0,5,0,1703,0,0,9425,5/10/04 2:56,0,0,0,,0,8156,1,0,5,4,278412,35812,5/10/04 2:56,51,0,1
0,0,0,5,0,3259,0,0,9426,5/10/04 2:58,0,0,0,,0,8195,1,0,5,4,305458,49781,5/10/04 2:58,51,0,1
0,0,0,5,0,312,0,0,9427,5/10/04 3:01,0,0,0,,0,8,1,0,5,5,304468,1204,5/10/04 3:01,51,0,1
